regime,name,n_bars,pct_time,mean_daily_ret,ann_return,ann_vol,sharpe,sortino,calmar,max_dd,dd_duration,hit_rate
0,low_vol_bull,172,0.06386929075380617,-4.882075361442383e-06,-0.0012302829910834806,0.0034422416235740036,-0.35740750523088066,-0.4836365912950912,-0.3846714839924674,-0.003198269282439381,107,0.47093023255813954
1,transition,1489,0.5529149647233569,4.4804180642249465e-07,0.00011290653521846866,0.003565721582437313,0.03166442825333899,0.037223141356839476,0.012560466398638682,-0.008989040027264084,1061,0.4895903290799194
2,high_vol_bear,1032,0.38321574452283697,1.1631714631270806e-06,0.00029311920870802433,0.001520367866262499,0.19279492497338527,0.25503508829928045,0.09064239162616414,-0.003233798264248522,455,0.5242248062015504
