model,sharpe_0bps,sharpe_5bps,sharpe_10bps,sharpe_20bps,edge_survives_10bps
arima_garch,0.410389496526997,0.2996900898124282,0.18868445266060804,-0.03367932393831895,True
buy_hold,0.8921104755569649,0.8462545794184159,0.8003703994921199,0.7085352383061498,True
dlinear,0.6134282882048518,0.22379446817559315,-0.1647523557421628,-0.9345685386195101,False
lightgbm,-0.38539822307014215,-0.9267204442008008,-1.4602750820439185,-2.4874241861504838,False
transformer_film,0.7528693392584112,0.7167423659392411,0.680522242042979,0.6078273475470534,True
transformer_hard_switch,0.2556197553846265,0.11033849367669885,-0.034858974653054,-0.32412115821280885,False
transformer_no_regime,0.5375195059943574,0.5023238172683433,0.4671419778280427,0.39683792774988497,True
